place_type,name,cafe_latitude,cafe_longitude,distance,source_latitude,source_longitude
cafe,Austin Java,30.2175129,-97.79658429999999,897.5582925976125,30.21,-97.8
cafe,Jo's Coffee,30.2158445,-97.7977319,685.4497334031468,30.21,-97.8
cafe,Cannon Coffee,30.2020838,-97.8060138,1052.9971704711622,30.21,-97.8
cafe,Fire Bowl Cafe,30.2262257,-97.8195648,2605.6050700455803,30.21,-97.8
cafe,Golden Hour Cafe & Wine Bar,30.1937568,-97.8106832,2077.562431387106,30.21,-97.8
cafe,Lazydaze,30.2178177,-97.7964787,932.8182217853841,30.21,-97.8
cafe,Captain Quackenbush's Coffeehouse,30.2179254,-97.7964082,946.4375205108431,30.21,-97.8
cafe,Summer Moon Coffee (Mobile Moon),30.2054586,-97.8062587,785.3193207803396,30.21,-97.8
cafe,Radix House Coffee Shop - William Cannon,30.20693949999999,-97.815917,1566.9406754183944,30.21,-97.8
cafe,Starbucks,30.2079296,-97.81541089999999,1498.6862403879895,30.21,-97.8
cafe,Ovenbird | Austin,30.1951331,-97.7773843,2730.6402523250094,30.21,-97.8
cafe,Postmates,30.2001271,-97.7993843,1099.4096728286936,30.21,-97.8
cafe,McDonald's,30.196976,-97.786301,1957.135422283072,30.21,-97.8
cafe,Bright Nutrition,30.1963833,-97.7853274,2068.990316038917,30.21,-97.8
